,ip,type,subtype
783,10.200.44.38,Internal,Class A
784,192.168.196.8,Internal,Class C
785,10.196.222.100,Internal,Class A
786,10.195.144.43,Internal,Class A
787,146.143.15.82,External,External
788,10.197.253.10,Internal,Class A
789,192.168.178.43,Internal,Class C
790,10.197.136.131,Internal,Class A
791,10.0.11.110,Internal,Class A
792,192.168.142.25,Internal,Class C
793,10.129.234.166,Internal,Class A
794,10.196.80.70,Internal,Class A
795,10.196.96.36,Internal,Class A
796,10.196.88.59,Internal,Class A
797,190.105.247.226,External,External
798,10.0.11.140,Internal,Class A
799,10.197.208.19,Internal,Class A
800,192.168.192.6,Internal,Class C
801,10.196.73.1,Internal,Class A
802,192.168.174.192,Internal,Class C
803,192.168.163.176,Internal,Class C
804,10.0.11.220,Internal,Class A
805,10.200.105.150,Internal,Class A
806,10.196.137.130,Internal,Class A
807,10.196.254.127,Internal,Class A
808,10.197.206.77,Internal,Class A
809,213.148.28.135,External,External
810,10.196.86.87,Internal,Class A
811,10.197.253.140,Internal,Class A
812,10.196.86.73,Internal,Class A
813,192.168.190.13,Internal,Class C
814,10.196.254.29,Internal,Class A
815,10.200.44.63,Internal,Class A
816,10.0.0.64,Internal,Class A
817,10.82.0.72,Internal,Class A
818,10.197.208.17,Internal,Class A
819,192.168.200.4,Internal,Class C
820,202.52.43.98,External,External
821,192.168.170.241,Internal,Class C
822,10.197.90.2,Internal,Class A
823,10.200.105.114,Internal,Class A
824,10.197.90.14,Internal,Class A
825,10.196.86.51,Internal,Class A
826,192.168.197.159,Internal,Class C
827,10.196.137.14,Internal,Class A
828,10.120.11.32,Internal,Class A
829,10.197.90.64,Internal,Class A
830,192.168.192.39,Internal,Class C
831,192.168.195.245,Internal,Class C
832,10.196.16.30,Internal,Class A
833,10.197.90.6,Internal,Class A
834,10.0.12.201,Internal,Class A
835,10.196.76.19,Internal,Class A
836,10.196.86.59,Internal,Class A
837,10.196.152.21,Internal,Class A
838,10.196.150.24,Internal,Class A
839,10.196.76.4,Internal,Class A
840,10.196.86.46,Internal,Class A
841,192.168.143.43,Internal,Class C
842,192.168.148.131,Internal,Class C
843,192.168.196.250,Internal,Class C
844,10.196.16.28,Internal,Class A
845,10.197.136.254,Internal,Class A
846,10.196.80.73,Internal,Class A
847,192.168.195.129,Internal,Class C
848,192.168.164.12,Internal,Class C
849,10.200.43.61,Internal,Class A
850,192.168.146.10,Internal,Class C
851,10.196.204.1,Internal,Class A
852,192.168.162.108,Internal,Class C
853,192.168.192.254,Internal,Class C
854,10.196.14.44,Internal,Class A
855,10.196.84.9,Internal,Class A
856,10.196.253.7,Internal,Class A
857,10.196.212.38,Internal,Class A
858,192.168.170.180,Internal,Class C
859,10.196.94.84,Internal,Class A
860,10.196.96.39,Internal,Class A
861,10.196.137.25,Internal,Class A
862,10.197.206.124,Internal,Class A
863,10.197.254.225,Internal,Class A
864,10.196.222.30,Internal,Class A
865,10.196.224.84,Internal,Class A
866,10.197.206.93,Internal,Class A
867,10.197.206.105,Internal,Class A
868,10.197.74.9,Internal,Class A
869,10.196.80.119,Internal,Class A
870,192.168.191.253,Internal,Class C
871,10.196.137.11,Internal,Class A
872,10.196.72.16,Internal,Class A
873,10.196.86.43,Internal,Class A
874,10.196.212.12,Internal,Class A
875,10.197.206.57,Internal,Class A
876,192.168.192.108,Internal,Class C
877,10.195.142.20,Internal,Class A
878,192.168.186.24,Internal,Class C
879,10.197.136.132,Internal,Class A
880,192.168.194.33,Internal,Class C
881,10.196.86.83,Internal,Class A
882,192.168.144.121,Internal,Class C
883,10.81.15.4,Internal,Class A
884,10.197.254.7,Internal,Class A
885,10.196.137.8,Internal,Class A
886,10.196.224.139,Internal,Class A
887,10.196.144.6,Internal,Class A
888,10.196.144.93,Internal,Class A
889,10.129.176.114,Internal,Class A
890,10.196.168.61,Internal,Class A
891,10.196.16.34,Internal,Class A
892,10.196.94.54,Internal,Class A
893,192.168.197.22,Internal,Class C
894,10.196.96.31,Internal,Class A
895,10.196.94.26,Internal,Class A
896,10.197.206.116,Internal,Class A
897,10.200.251.250,Internal,Class A
898,10.200.251.126,Internal,Class A
899,10.200.205.231,Internal,Class A
900,10.197.206.41,Internal,Class A
901,192.168.168.161,Internal,Class C
902,192.168.195.35,Internal,Class C
903,10.197.208.106,Internal,Class A
904,192.168.142.14,Internal,Class C
905,10.196.224.32,Internal,Class A
906,10.129.176.124,Internal,Class A
907,10.195.12.3,Internal,Class A
908,192.168.142.34,Internal,Class C
909,192.168.190.188,Internal,Class C
910,194.131.177.48,External,External
911,10.196.142.17,Internal,Class A
912,10.197.76.31,Internal,Class A
913,10.197.78.33,Internal,Class A
914,10.196.86.75,Internal,Class A
915,10.200.105.51,Internal,Class A
916,169.172.95.73,External,External
917,10.196.142.46,Internal,Class A
918,10.196.16.11,Internal,Class A
919,10.196.86.127,Internal,Class A
920,10.200.105.200,Internal,Class A
921,10.196.200.2,Internal,Class A
922,10.200.44.41,Internal,Class A
923,10.196.214.25,Internal,Class A
924,192.168.188.88,Internal,Class C
925,10.196.80.3,Internal,Class A
926,192.168.174.21,Internal,Class C
927,10.195.202.20,Internal,Class A
928,192.168.146.133,Internal,Class C
929,10.197.80.9,Internal,Class A
930,10.200.105.220,Internal,Class A
931,192.168.164.70,Internal,Class C
932,10.120.12.222,Internal,Class A
933,10.196.137.120,Internal,Class A
934,10.196.216.37,Internal,Class A
935,192.168.174.10,Internal,Class C
936,10.201.45.66,Internal,Class A
937,192.168.186.121,Internal,Class C
938,10.196.224.17,Internal,Class A
939,10.197.78.70,Internal,Class A
940,10.196.137.140,Internal,Class A
941,10.120.11.198,Internal,Class A
942,10.0.11.206,Internal,Class A
943,192.168.190.10,Internal,Class C
944,192.168.174.209,Internal,Class C
945,192.168.190.65,Internal,Class C
946,10.197.80.36,Internal,Class A
947,192.168.192.167,Internal,Class C
948,10.97.130.20,Internal,Class A
949,192.168.186.10,Internal,Class C
950,10.197.137.95,Internal,Class A
951,192.168.252.172,Internal,Class C
952,192.168.166.50,Internal,Class C
953,10.200.105.218,Internal,Class A
954,192.168.174.61,Internal,Class C
955,10.197.206.150,Internal,Class A
956,10.197.78.7,Internal,Class A
957,192.168.194.192,Internal,Class C
958,10.120.11.46,Internal,Class A
959,10.197.80.15,Internal,Class A
960,10.196.80.72,Internal,Class A
961,10.196.88.25,Internal,Class A
962,10.197.206.49,Internal,Class A
963,10.200.43.27,Internal,Class A
964,10.196.224.83,Internal,Class A
965,10.196.86.14,Internal,Class A
966,10.196.96.25,Internal,Class A
967,10.200.105.198,Internal,Class A
968,10.196.201.29,Internal,Class A
969,192.168.196.155,Internal,Class C
970,10.197.206.13,Internal,Class A
971,10.196.86.63,Internal,Class A
972,10.127.12.36,Internal,Class A
973,10.196.152.54,Internal,Class A
974,10.196.137.147,Internal,Class A
975,10.196.86.27,Internal,Class A
976,10.196.224.119,Internal,Class A
977,10.12.50.135,Internal,Class A
978,10.197.254.200,Internal,Class A
979,10.200.52.141,Internal,Class A
980,10.196.222.62,Internal,Class A
981,10.81.233.201,Internal,Class A
982,192.168.195.197,Internal,Class C
983,10.129.236.28,Internal,Class A
984,10.197.80.50,Internal,Class A
985,10.196.142.48,Internal,Class A
986,10.197.78.66,Internal,Class A
987,192.168.144.119,Internal,Class C
988,10.197.209.36,Internal,Class A
989,192.168.142.174,Internal,Class C
990,10.196.224.35,Internal,Class A
991,10.200.105.222,Internal,Class A
992,10.196.144.41,Internal,Class A
993,10.197.254.221,Internal,Class A
994,10.196.222.123,Internal,Class A
995,10.127.12.42,Internal,Class A
996,192.168.175.236,Internal,Class C
997,192.168.150.18,Internal,Class C
998,10.195.20.5,Internal,Class A
999,10.197.78.36,Internal,Class A
1000,10.196.72.17,Internal,Class A
1001,10.196.150.36,Internal,Class A
1002,10.196.144.12,Internal,Class A
1003,10.196.224.9,Internal,Class A
1004,192.168.182.11,Internal,Class C
1005,10.81.14.75,Internal,Class A
1006,10.196.253.135,Internal,Class A
1007,192.168.140.18,Internal,Class C
1008,10.197.74.8,Internal,Class A
1009,10.196.80.148,Internal,Class A
1010,10.129.48.46,Internal,Class A
1011,192.168.163.242,Internal,Class C
1012,209.188.241.205,External,External
1013,10.196.166.23,Internal,Class A
1014,10.196.223.250,Internal,Class A
1015,10.196.150.26,Internal,Class A
1016,200.75.192.254,External,External
1017,10.0.11.238,Internal,Class A
1018,10.196.152.3,Internal,Class A
1019,10.120.11.53,Internal,Class A
1020,10.82.14.181,Internal,Class A
1021,10.196.74.24,Internal,Class A
1022,10.196.201.11,Internal,Class A
1023,10.129.47.145,Internal,Class A
1024,192.168.145.177,Internal,Class C
1025,10.196.22.10,Internal,Class A
1026,10.196.88.72,Internal,Class A
1027,192.168.195.63,Internal,Class C
1028,197.96.110.61,External,External
1029,192.168.144.58,Internal,Class C
1030,10.199.224.11,Internal,Class A
1031,10.196.144.14,Internal,Class A
1032,10.196.94.27,Internal,Class A
1033,10.200.43.50,Internal,Class A
1034,190.105.247.207,External,External
1035,10.196.222.70,Internal,Class A
1036,10.196.92.3,Internal,Class A
1037,10.196.88.128,Internal,Class A
1038,10.196.94.43,Internal,Class A
1039,192.168.252.15,Internal,Class C
1040,10.197.253.141,Internal,Class A
1041,10.196.254.151,Internal,Class A
1042,192.168.180.77,Internal,Class C
1043,10.197.90.221,Internal,Class A
1044,10.196.142.73,Internal,Class A
1045,192.168.194.61,Internal,Class C
1046,192.168.174.154,Internal,Class C
1047,10.196.86.82,Internal,Class A
1048,10.196.94.40,Internal,Class A
1049,10.197.206.52,Internal,Class A
1050,10.196.202.30,Internal,Class A
1051,192.168.143.231,Internal,Class C
1052,192.168.186.28,Internal,Class C
1053,10.200.131.10,Internal,Class A
1054,10.197.208.111,Internal,Class A
1055,192.168.191.185,Internal,Class C
1056,192.168.196.255,Internal,Class C
1057,192.168.192.154,Internal,Class C
1058,192.168.175.213,Internal,Class C
1059,10.120.13.111,Internal,Class A
1060,10.196.142.31,Internal,Class A
1061,10.197.206.113,Internal,Class A
1062,10.120.12.237,Internal,Class A
1063,192.168.143.233,Internal,Class C
1064,10.196.78.137,Internal,Class A
1065,192.168.154.66,Internal,Class C
1066,192.168.184.243,Internal,Class C
1067,10.197.206.35,Internal,Class A
1068,10.200.105.176,Internal,Class A
1069,10.197.80.60,Internal,Class A
1070,10.196.88.16,Internal,Class A
1071,10.201.45.60,Internal,Class A
1072,10.196.88.37,Internal,Class A
1073,192.168.162.33,Internal,Class C
1074,192.168.184.66,Internal,Class C
1075,190.105.247.232,External,External
1076,192.168.156.114,Internal,Class C
1077,10.127.12.247,Internal,Class A
1078,192.168.163.234,Internal,Class C
1079,10.196.137.100,Internal,Class A
1080,10.129.179.43,Internal,Class A
1081,192.168.150.33,Internal,Class C
1082,10.200.105.127,Internal,Class A
1083,10.200.43.22,Internal,Class A
1084,10.197.207.242,Internal,Class A
1085,10.129.48.69,Internal,Class A
1086,10.196.96.19,Internal,Class A
1087,192.168.175.239,Internal,Class C
1088,10.129.47.148,Internal,Class A
1089,10.196.142.118,Internal,Class A
1090,192.168.147.213,Internal,Class C
1091,10.197.206.84,Internal,Class A
1092,192.168.152.234,Internal,Class C
1093,10.197.254.201,Internal,Class A
1094,10.196.224.24,Internal,Class A
1095,10.197.206.170,Internal,Class A
1096,10.196.94.39,Internal,Class A
1097,10.196.94.12,Internal,Class A
1098,10.196.80.82,Internal,Class A
1099,192.168.198.159,Internal,Class C
1100,192.168.183.62,Internal,Class C
1101,192.168.186.91,Internal,Class C
1102,10.197.137.93,Internal,Class A
1103,192.168.192.15,Internal,Class C
1104,10.196.166.64,Internal,Class A
1105,10.197.78.40,Internal,Class A
1106,10.196.222.113,Internal,Class A
1107,10.200.105.170,Internal,Class A
1108,10.200.44.157,Internal,Class A
1109,10.129.47.6,Internal,Class A
1110,10.196.254.104,Internal,Class A
1111,10.197.80.56,Internal,Class A
1112,10.200.105.52,Internal,Class A
1113,192.168.148.226,Internal,Class C
1114,135.28.79.26,External,External
1115,10.196.232.15,Internal,Class A
1116,10.196.201.6,Internal,Class A
1117,192.168.190.225,Internal,Class C
1118,10.196.94.49,Internal,Class A
1119,192.168.188.75,Internal,Class C
1120,192.168.186.120,Internal,Class C
1121,10.197.90.166,Internal,Class A
1122,192.168.192.185,Internal,Class C
1123,192.168.194.3,Internal,Class C
1124,10.12.50.230,Internal,Class A
1125,10.196.78.74,Internal,Class A
1126,10.196.96.78,Internal,Class A
1127,192.168.199.218,Internal,Class C
1128,10.200.105.186,Internal,Class A
1129,10.196.86.15,Internal,Class A
1130,10.197.254.204,Internal,Class A
1131,10.197.206.119,Internal,Class A
1132,192.168.194.74,Internal,Class C
1133,10.196.206.38,Internal,Class A
1134,10.196.150.10,Internal,Class A
1135,10.196.254.120,Internal,Class A
1136,192.168.252.159,Internal,Class C
1137,191.35.62.76,External,External
1138,10.129.48.36,Internal,Class A
1139,10.120.12.32,Internal,Class A
1140,10.196.224.6,Internal,Class A
1141,10.195.204.57,Internal,Class A
1142,10.196.137.116,Internal,Class A
1143,10.196.137.129,Internal,Class A
1144,192.168.144.232,Internal,Class C
1145,10.196.201.18,Internal,Class A
1146,10.196.201.44,Internal,Class A
1147,10.196.168.31,Internal,Class A
1148,10.201.45.244,Internal,Class A
1149,10.196.143.255,Internal,Class A
1150,10.120.13.217,Internal,Class A
1151,192.168.142.15,Internal,Class C
1152,192.168.146.87,Internal,Class C
1153,10.197.253.132,Internal,Class A
1154,10.196.204.11,Internal,Class A
1155,10.81.0.89,Internal,Class A
1156,10.200.41.22,Internal,Class A
1157,10.196.208.6,Internal,Class A
1158,10.197.208.103,Internal,Class A
1159,10.197.137.47,Internal,Class A
1160,202.52.43.120,External,External
1161,10.197.208.122,Internal,Class A
1162,10.129.236.22,Internal,Class A
1163,10.197.78.79,Internal,Class A
1164,10.196.206.22,Internal,Class A
1165,10.200.46.36,Internal,Class A
1166,10.200.105.201,Internal,Class A
1167,10.129.47.110,Internal,Class A
1168,191.216.32.134,External,External
1169,10.196.204.38,Internal,Class A
1170,10.196.224.44,Internal,Class A
1171,10.196.86.110,Internal,Class A
1172,10.195.12.10,Internal,Class A
1173,10.196.94.38,Internal,Class A
1174,190.105.247.196,External,External
1175,10.196.166.81,Internal,Class A
1176,10.196.94.85,Internal,Class A
1177,10.197.90.82,Internal,Class A
1178,192.168.195.249,Internal,Class C
1179,192.168.163.241,Internal,Class C
1180,10.196.84.24,Internal,Class A
1181,10.196.78.57,Internal,Class A
1182,192.168.194.1,Internal,Class C
1183,10.196.137.23,Internal,Class A
1184,192.168.184.246,Internal,Class C
1185,10.197.206.130,Internal,Class A
1186,192.168.175.167,Internal,Class C
1187,10.197.90.38,Internal,Class A
1188,192.168.166.13,Internal,Class C
1189,10.196.152.20,Internal,Class A
1190,192.168.152.100,Internal,Class C
1191,192.168.172.228,Internal,Class C
1192,192.168.183.65,Internal,Class C
1193,192.168.154.173,Internal,Class C
1194,192.168.162.82,Internal,Class C
1195,10.197.90.110,Internal,Class A
1196,10.197.206.171,Internal,Class A
1197,10.0.11.147,Internal,Class A
1198,77.6.199.23,External,External
1199,192.168.192.227,Internal,Class C
1200,10.200.109.253,Internal,Class A
1201,10.201.60.245,Internal,Class A
1202,10.120.11.230,Internal,Class A
1203,10.196.72.19,Internal,Class A
1204,191.142.236.35,External,External
1205,192.168.190.29,Internal,Class C
1206,51.32.157.19,External,External
1207,10.196.137.18,Internal,Class A
1208,146.143.208.71,External,External
1209,10.120.13.95,Internal,Class A
1210,192.168.190.22,Internal,Class C
1211,192.168.142.180,Internal,Class C
1212,192.168.168.165,Internal,Class C
1213,192.168.162.10,Internal,Class C
1214,10.196.136.135,Internal,Class A
1215,10.200.44.130,Internal,Class A
1216,192.168.195.206,Internal,Class C
1217,10.197.137.50,Internal,Class A
1218,10.196.14.34,Internal,Class A
1219,192.168.183.66,Internal,Class C
1220,10.197.90.207,Internal,Class A
1221,10.197.78.50,Internal,Class A
1222,192.168.191.172,Internal,Class C
1223,10.129.234.189,Internal,Class A
1224,10.129.178.22,Internal,Class A
1225,10.197.90.66,Internal,Class A
1226,10.196.86.16,Internal,Class A
1227,72.240.219.146,External,External
1228,219.240.25.38,External,External
1229,10.195.204.7,Internal,Class A
1230,192.168.146.14,Internal,Class C
1231,56.227.250.90,External,External
1232,10.97.106.146,Internal,Class A
1233,192.168.176.155,Internal,Class C
1234,192.168.197.107,Internal,Class C
1235,10.129.236.35,Internal,Class A
1236,190.105.247.224,External,External
1237,128.228.19.79,External,External
1238,23.173.254.223,External,External
1239,10.129.17.7,Internal,Class A
1240,10.200.251.1,Internal,Class A
1241,10.200.105.45,Internal,Class A
1242,10.196.137.21,Internal,Class A
1243,10.196.73.41,Internal,Class A
1244,10.196.14.50,Internal,Class A
1245,10.196.150.20,Internal,Class A
1246,10.197.254.6,Internal,Class A
1247,10.97.107.58,Internal,Class A
1248,10.196.86.81,Internal,Class A
1249,10.196.166.28,Internal,Class A
1250,10.0.11.151,Internal,Class A
1251,192.168.143.230,Internal,Class C
1252,10.200.105.182,Internal,Class A
1253,10.196.201.3,Internal,Class A
1254,10.200.105.139,Internal,Class A
1255,10.129.48.95,Internal,Class A
1256,10.201.45.49,Internal,Class A
1257,10.197.90.167,Internal,Class A
1258,10.196.168.51,Internal,Class A
1259,10.0.11.130,Internal,Class A
1260,10.200.105.134,Internal,Class A
1261,192.168.192.204,Internal,Class C
1262,10.197.206.94,Internal,Class A
1263,192.168.142.59,Internal,Class C
1264,110.248.214.117,External,External
1265,192.168.143.255,Internal,Class C
1266,10.129.179.26,Internal,Class A
1267,10.196.92.5,Internal,Class A
1268,192.168.162.37,Internal,Class C
1269,202.52.43.85,External,External
1270,192.168.146.46,Internal,Class C
1271,192.168.154.239,Internal,Class C
1272,10.196.254.136,Internal,Class A
1273,192.168.157.184,Internal,Class C
1274,10.196.96.62,Internal,Class A
1275,10.196.96.16,Internal,Class A
1276,194.34.113.179,External,External
1277,10.196.150.73,Internal,Class A
1278,10.196.137.137,Internal,Class A
1279,10.196.214.64,Internal,Class A
1280,194.131.146.160,External,External
1281,10.196.88.35,Internal,Class A
